[
Record [type=1, time=Thu Jul 06 16:27:58 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=picChange], 
Record [type=1, time=Thu Jul 06 16:27:58 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=picAccept], 
Record [type=1, time=Thu Jul 06 16:27:59 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=Password], 
Record [type=1, time=Thu Jul 06 16:28:04 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:28:04 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:28:09 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:28:09 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:28:13 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=hidePassword], 
Record [type=1, time=Thu Jul 06 16:28:16 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:28:16 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:28:30 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=start], 
Record [type=1, time=Thu Jul 06 16:28:30 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=picChange], 
Record [type=1, time=Thu Jul 06 16:28:31 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=picAccept], 
Record [type=1, time=Thu Jul 06 16:28:31 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=Password], 
Record [type=1, time=Thu Jul 06 16:28:37 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:28:37 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=badPractice], 
Record [type=1, time=Thu Jul 06 16:28:42 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:28:42 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:28:45 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=hidePassword], 
Record [type=1, time=Thu Jul 06 16:28:48 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:28:48 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:28:53 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:28:53 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:28:57 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:28:57 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=badPractice], 
Record [type=1, time=Thu Jul 06 16:29:02 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:29:02 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=badPractice], 
Record [type=1, time=Thu Jul 06 16:29:05 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=showPassword], 
Record [type=1, time=Thu Jul 06 16:29:08 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:29:08 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:29:12 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=hidePassword], 
Record [type=1, time=Thu Jul 06 16:29:15 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:29:15 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=badPractice], 
Record [type=1, time=Thu Jul 06 16:29:18 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=showPassword], 
Record [type=1, time=Thu Jul 06 16:29:20 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=hidePassword], 
Record [type=1, time=Thu Jul 06 16:29:23 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:29:23 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:29:36 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=start], 
Record [type=1, time=Thu Jul 06 16:29:36 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=picChange], 
Record [type=1, time=Thu Jul 06 16:29:36 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=picAccept], 
Record [type=1, time=Thu Jul 06 16:29:36 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=Password], 
Record [type=1, time=Thu Jul 06 16:29:42 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:29:42 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:29:45 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=hidePassword], 
Record [type=1, time=Thu Jul 06 16:29:48 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:29:48 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:29:50 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=PwdDisplay], 
Record [type=1, time=Thu Jul 06 16:29:51 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=PwdDisplay], 
Record [type=1, time=Thu Jul 06 16:29:51 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=Password], 
Record [type=1, time=Thu Jul 06 16:29:53 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=enter, data=start], 
Record [type=1, time=Thu Jul 06 16:29:57 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=start], 
Record [type=1, time=Thu Jul 06 16:29:57 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=picChange], 
Record [type=1, time=Thu Jul 06 16:29:57 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=picAccept], 
Record [type=1, time=Thu Jul 06 16:29:57 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=Password], 
Record [type=1, time=Thu Jul 06 16:30:04 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:30:04 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:30:07 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=PwdDisplay], 
Record [type=1, time=Thu Jul 06 16:30:07 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=PwdDisplay], 
Record [type=1, time=Thu Jul 06 16:30:07 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=Password], 
Record [type=1, time=Thu Jul 06 16:30:09 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=enter, data=start], 
Record [type=1, time=Thu Jul 06 16:30:12 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=enter, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:30:13 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=enter, data=badLogin], 
Record [type=1, time=Thu Jul 06 16:30:17 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=start], 
Record [type=1, time=Thu Jul 06 16:30:18 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=picChange], 
Record [type=1, time=Thu Jul 06 16:30:18 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=picAccept], 
Record [type=1, time=Thu Jul 06 16:30:18 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=Password], 
Record [type=1, time=Thu Jul 06 16:30:25 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:30:25 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:30:28 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=hidePassword], 
Record [type=1, time=Thu Jul 06 16:30:32 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:30:32 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=badPractice], 
Record [type=1, time=Thu Jul 06 16:30:37 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:30:37 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=badPractice], 
Record [type=1, time=Thu Jul 06 16:30:39 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=showPassword], 
Record [type=1, time=Thu Jul 06 16:30:43 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:30:44 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:30:48 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=hidePassword], 
Record [type=1, time=Thu Jul 06 16:30:51 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:30:51 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:30:56 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:30:56 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:31:01 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:31:01 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=badPractice], 
Record [type=1, time=Thu Jul 06 16:31:05 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:31:05 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=badPractice], 
Record [type=1, time=Thu Jul 06 16:31:08 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=showPassword], 
Record [type=1, time=Thu Jul 06 16:31:09 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=hidePassword], 
Record [type=1, time=Thu Jul 06 16:31:12 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:31:12 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=badPractice], 
Record [type=1, time=Thu Jul 06 16:31:16 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:31:16 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=badPractice], 
Record [type=1, time=Thu Jul 06 16:31:18 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=showPassword], 
Record [type=1, time=Thu Jul 06 16:31:23 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=hidePassword], 
Record [type=1, time=Thu Jul 06 16:31:27 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:31:27 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Thu Jul 06 16:31:30 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=PwdDisplay], 
Record [type=1, time=Thu Jul 06 16:31:30 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=PwdDisplay], 
Record [type=1, time=Thu Jul 06 16:31:30 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=Password], 
Record [type=1, time=Thu Jul 06 16:31:33 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=enter, data=start], 
Record [type=1, time=Thu Jul 06 16:31:39 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=enter, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:31:39 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=enter, data=goodLogin], 
Record [type=1, time=Thu Jul 06 16:32:00 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=enter, data=start], 
Record [type=1, time=Thu Jul 06 16:32:06 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=enter, data=order inputPwd], 
Record [type=1, time=Thu Jul 06 16:32:06 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=enter, data=goodLogin], 
Record [type=1, time=Thu Jul 06 16:32:06 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=login, data=success], 
Record [type=1, time=Fri Jul 07 16:55:35 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=enter, data=start], 
Record [type=1, time=Fri Jul 07 17:02:36 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=start], 
Record [type=1, time=Fri Jul 07 17:02:36 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=picChange], 
Record [type=1, time=Fri Jul 07 17:02:36 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=picAccept], 
Record [type=1, time=Fri Jul 07 17:02:36 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=Password], 
Record [type=1, time=Fri Jul 07 17:02:42 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=order inputPwd], 
Record [type=1, time=Fri Jul 07 17:02:42 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=goodPractice], 
Record [type=1, time=Fri Jul 07 17:03:13 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=PwdDisplay], 
Record [type=1, time=Fri Jul 07 17:03:13 EDT 2017, userid=ipt106, site=studentlife, scheme=testpasstiles, mode=ImagePasstiles_Univ, event=create, data=PwdDisplay], 
